Subject,Foot,Error_ms
subject3,Right,1060.00
subject3,Right,880.00
subject3,Right,1300.00
subject3,Right,60.00
subject3,Right,0.00
subject3,Right,120.00
subject3,Right,1180.00
subject3,Right,960.00
subject3,Right,2720.00
subject3,Right,2740.00
subject3,Right,2700.00
subject3,Right,2420.00
subject3,Right,2360.00
subject3,Right,2360.00
subject3,Right,180.00
subject3,Right,980.00
subject3,Right,40.00
subject3,Right,100.00
subject3,Right,780.00
subject3,Right,640.00
subject3,Right,360.00
subject3,Right,1880.00
subject3,Right,1420.00
subject3,Right,2140.00
subject3,Right,100.00
subject3,Right,60.00
subject3,Right,80.00
subject3,Right,960.00
subject3,Right,80.00
subject3,Right,0.00
subject3,Right,320.00
subject3,Right,1940.00
subject3,Right,160.00
subject3,Right,260.00
subject3,Right,280.00
subject3,Right,200.00
subject3,Right,2320.00
subject3,Right,6860.00
subject3,Right,6480.00
subject3,Right,6860.00
subject3,Right,6800.00
subject3,Right,1020.00
subject3,Right,900.00
subject3,Right,1180.00
subject3,Right,100.00
subject3,Right,20.00
subject3,Right,200.00
subject3,Right,880.00
subject3,Right,2340.00
subject3,Right,2440.00
subject3,Right,2440.00
subject3,Right,2160.00
subject3,Right,160.00
subject3,Right,100.00
subject3,Right,80.00
subject3,Right,320.00
subject3,Right,1620.00
subject3,Right,1240.00
subject3,Right,1760.00
subject3,Right,200.00
subject3,Right,40.00
subject3,Right,80.00
subject3,Right,20.00
subject3,Right,780.00
subject3,Right,40.00
subject3,Right,180.00
subject3,Right,200.00
subject3,Right,160.00
subject3,Right,300.00
subject3,Right,260.00
subject3,Right,3200.00
subject3,Right,6220.00
subject3,Right,6460.00
subject3,Right,1100.00
subject3,Right,1240.00
subject3,Right,1060.00
subject3,Right,980.00
subject3,Right,120.00
subject3,Right,80.00
subject3,Right,100.00
subject3,Right,960.00
subject3,Right,2200.00
subject3,Right,200.00
subject3,Right,240.00
subject3,Right,1180.00
subject3,Right,80.00
subject3,Right,1120.00
subject3,Right,1040.00
subject3,Right,1800.00
subject3,Right,1380.00
subject3,Right,1800.00
subject3,Right,40.00
subject3,Right,40.00
subject3,Right,180.00
subject3,Right,120.00
subject3,Right,140.00
subject3,Right,220.00
subject3,Right,20.00
subject3,Right,340.00
subject3,Right,240.00
subject3,Right,3700.00
subject3,Right,6800.00
subject3,Right,7520.00
subject3,Right,7900.00
subject3,Right,1060.00
subject3,Right,1100.00
subject3,Right,40.00
subject3,Right,20.00
subject3,Right,180.00
subject3,Right,980.00
subject3,Right,2600.00
subject3,Right,1880.00
subject3,Right,1700.00
subject3,Right,320.00
subject3,Right,1300.00
subject3,Right,100.00
subject3,Right,1260.00
subject3,Right,1120.00
subject3,Right,1480.00
subject3,Right,3220.00
subject3,Right,2580.00
subject3,Right,220.00
subject3,Right,40.00
subject3,Right,540.00
subject3,Right,2160.00
subject3,Right,1060.00
subject3,Right,140.00
subject3,Right,400.00
subject3,Right,2060.00
subject3,Right,720.00
subject3,Right,440.00
subject3,Right,120.00
subject3,Right,400.00
subject3,Right,240.00
subject3,Right,4160.00
subject3,Right,6960.00
subject3,Right,7060.00
subject3,Right,7180.00
subject3,Right,7080.00
subject3,Right,1180.00
subject3,Right,1420.00
subject3,Right,1120.00
subject3,Right,580.00
subject3,Right,1020.00
subject3,Right,80.00
subject3,Right,180.00
subject3,Right,940.00
subject3,Right,160.00
subject3,Right,420.00
subject3,Right,3020.00
subject3,Right,300.00
subject3,Right,1160.00
subject3,Right,100.00
subject3,Right,300.00
subject3,Right,1540.00
subject3,Right,3120.00
subject3,Right,2940.00
subject3,Right,2360.00
subject3,Right,120.00
subject3,Right,0.00
subject3,Right,540.00
subject3,Right,2300.00
subject3,Right,760.00
subject3,Right,540.00
subject3,Right,860.00
subject3,Right,1840.00
subject3,Right,760.00
subject3,Right,1000.00
subject3,Right,1000.00
subject3,Right,560.00
subject3,Right,160.00
subject3,Right,240.00
subject3,Right,260.00
subject3,Right,4460.00
subject3,Right,7440.00
subject3,Right,6860.00
subject3,Right,7480.00
subject3,Right,1080.00
subject3,Right,1000.00
subject3,Right,500.00
subject3,Right,1060.00
subject3,Right,80.00
subject3,Right,520.00
subject3,Right,640.00
subject3,Right,1000.00
subject3,Right,2560.00
subject3,Right,1000.00
subject3,Right,2240.00
subject3,Right,160.00
subject3,Right,140.00
subject3,Right,300.00
subject3,Right,1360.00
subject3,Right,1960.00
subject3,Right,40.00
subject8,Left,220.00
subject8,Left,20.00
subject8,Left,40.00
subject8,Left,80.00
subject8,Left,80.00
subject8,Left,80.00
subject8,Left,1060.00
subject8,Left,100.00
subject8,Left,160.00
subject8,Left,180.00
subject8,Left,540.00
subject8,Left,420.00
subject8,Left,140.00
subject8,Left,180.00
subject8,Left,700.00
subject8,Left,80.00
subject8,Left,380.00
subject8,Left,620.00
subject8,Left,900.00
subject8,Left,80.00
subject8,Left,180.00
subject8,Left,300.00
subject8,Left,140.00
subject8,Left,160.00
subject8,Left,680.00
subject8,Left,380.00
subject8,Left,40.00
subject8,Left,60.00
subject8,Left,1000.00
subject8,Left,1420.00
subject8,Left,2260.00
subject8,Left,2140.00
subject8,Left,400.00
subject8,Left,80.00
subject8,Left,0.00
subject8,Left,340.00
subject8,Left,60.00
subject8,Left,100.00
subject8,Left,60.00
subject8,Left,680.00
subject8,Left,1980.00
subject8,Left,2020.00
subject8,Left,800.00
subject8,Left,200.00
subject8,Left,60.00
subject8,Left,100.00
subject8,Left,520.00
subject8,Left,140.00
subject8,Left,920.00
subject8,Left,1600.00
subject8,Left,600.00
subject8,Left,200.00
subject8,Left,220.00
subject8,Left,40.00
subject8,Left,120.00
subject8,Left,660.00
subject8,Left,460.00
subject8,Left,80.00
subject8,Left,280.00
subject8,Left,1660.00
subject8,Left,220.00
subject8,Left,80.00
subject8,Left,60.00
subject8,Left,180.00
subject8,Left,440.00
subject8,Left,1040.00
subject8,Left,260.00
subject8,Left,360.00
subject8,Left,100.00
subject8,Left,240.00
subject8,Left,1360.00
subject8,Left,1260.00
subject8,Left,740.00
subject8,Left,880.00
subject8,Left,20.00
subject8,Left,1100.00
subject8,Left,1680.00
subject8,Left,2360.00
subject8,Left,2160.00
subject8,Left,1800.00
subject8,Left,1540.00
subject8,Left,2100.00
subject8,Left,40.00
subject8,Left,40.00
subject8,Left,200.00
subject8,Left,60.00
subject8,Left,80.00
subject8,Left,160.00
subject8,Left,1680.00
subject8,Left,1700.00
subject8,Left,740.00
subject8,Left,1840.00
subject8,Left,140.00
subject8,Left,40.00
subject8,Left,60.00
subject8,Left,460.00
subject8,Left,220.00
subject8,Left,600.00
subject8,Left,880.00
subject8,Left,840.00
subject8,Left,60.00
subject8,Left,80.00
subject8,Left,260.00
subject8,Left,620.00
subject8,Left,80.00
subject8,Left,20.00
subject8,Left,700.00
subject8,Left,180.00
subject8,Left,680.00
subject8,Left,80.00
subject8,Left,80.00
subject8,Left,160.00
subject8,Left,140.00
subject8,Left,340.00
subject8,Left,780.00
subject8,Left,1580.00
subject8,Left,1360.00
subject8,Left,720.00
subject8,Left,240.00
subject8,Left,160.00
subject8,Left,160.00
subject8,Left,80.00
subject8,Left,40.00
subject8,Left,80.00
subject8,Left,100.00
subject8,Left,20.00
subject8,Left,800.00
subject8,Left,2120.00
subject8,Left,140.00
subject8,Left,160.00
subject8,Left,680.00
subject8,Left,180.00
subject8,Left,60.00
subject8,Left,100.00
subject8,Left,60.00
subject8,Left,1440.00
subject8,Left,1640.00
subject8,Left,760.00
subject8,Left,220.00
subject8,Left,40.00
subject8,Left,80.00
subject8,Left,140.00
subject8,Left,100.00
subject8,Left,660.00
subject8,Left,120.00
subject8,Left,120.00
subject8,Left,540.00
subject8,Left,540.00
subject8,Left,280.00
subject8,Left,500.00
subject8,Left,360.00
subject8,Left,140.00
subject8,Left,80.00
subject8,Left,700.00
subject8,Left,600.00
subject8,Left,200.00
subject8,Left,340.00
subject8,Left,940.00
subject8,Left,260.00
subject8,Left,320.00
subject8,Left,240.00
subject8,Left,340.00
subject8,Left,760.00
subject8,Left,400.00
subject8,Left,40.00
subject8,Left,140.00
subject8,Left,140.00
subject8,Left,1240.00
subject8,Left,1720.00
subject8,Left,160.00
subject8,Left,140.00
subject8,Left,0.00
subject8,Left,160.00
subject8,Left,60.00
subject8,Left,100.00
subject8,Left,140.00
subject8,Left,1660.00
subject8,Left,540.00
subject8,Left,880.00
subject8,Left,1360.00
subject8,Left,20.00
subject8,Left,60.00
subject8,Left,180.00
subject8,Left,80.00
subject8,Left,540.00
subject8,Left,80.00
subject8,Left,100.00
subject8,Left,600.00
subject8,Left,540.00
subject8,Left,40.00
subject8,Left,180.00
subject8,Left,120.00
subject8,Left,100.00
subject8,Left,160.00
subject8,Left,40.00
subject8,Left,340.00
subject8,Left,620.00
subject8,Left,1200.00
subject8,Left,180.00
subject8,Left,380.00
subject8,Left,160.00
subject8,Left,280.00
subject8,Left,220.00
subject8,Left,820.00
subject8,Left,180.00
subject8,Left,860.00
subject8,Left,1600.00
subject8,Left,2360.00
subject8,Left,2240.00
subject8,Left,1640.00
subject8,Left,2340.00
subject8,Left,1740.00
subject8,Left,2120.00
subject8,Left,80.00
subject8,Left,100.00
subject8,Left,240.00
subject8,Left,20.00
subject8,Left,100.00
subject8,Left,100.00
subject8,Left,1880.00
subject8,Left,2260.00
subject8,Left,980.00
subject8,Left,1180.00
subject8,Left,240.00
subject8,Left,740.00
subject8,Left,620.00
subject8,Left,460.00
subject8,Left,20.00
subject8,Left,80.00
subject8,Left,60.00
subject8,Left,100.00
subject8,Left,220.00
subject8,Left,420.00
subject8,Left,20.00
subject8,Left,80.00
subject8,Left,720.00
subject8,Left,600.00
subject8,Left,100.00
subject8,Left,540.00
subject8,Left,1920.00
subject8,Left,20.00
subject8,Left,40.00
subject8,Left,40.00
subject8,Left,60.00
subject8,Left,120.00
subject8,Left,100.00
subject8,Left,440.00
subject8,Left,320.00
subject8,Left,140.00
subject8,Left,280.00
subject8,Left,1580.00
subject8,Left,1580.00
subject8,Left,460.00
subject8,Left,560.00
subject8,Left,460.00
subject8,Left,120.00
subject8,Left,980.00
subject8,Left,1560.00
subject8,Left,280.00
subject8,Left,100.00
subject8,Left,760.00
subject8,Left,180.00
subject8,Left,720.00
subject8,Left,240.00
subject8,Left,20.00
subject8,Left,80.00
subject8,Left,160.00
subject8,Left,1660.00
subject8,Left,1800.00
subject8,Left,760.00
subject8,Left,480.00
subject8,Left,1300.00
subject8,Left,20.00
subject8,Left,80.00
subject8,Left,100.00
subject8,Left,980.00
subject8,Left,680.00
subject8,Left,1000.00
subject8,Left,280.00
subject8,Left,160.00
subject8,Left,160.00
subject8,Left,260.00
subject8,Left,40.00
subject8,Left,340.00
subject8,Left,640.00
subject8,Left,1740.00
subject8,Left,380.00
subject8,Left,1540.00
subject8,Left,420.00
subject8,Left,480.00
subject8,Left,720.00
subject8,Left,200.00
subject8,Left,520.00
subject8,Left,580.00
subject8,Left,200.00
subject8,Left,480.00
subject8,Left,820.00
subject8,Left,240.00
subject8,Left,820.00
subject8,Left,960.00
subject8,Left,720.00
subject8,Left,440.00
subject8,Left,20.00
subject8,Left,40.00
subject8,Left,1280.00
subject8,Left,2400.00
subject8,Left,2460.00
subject8,Left,1500.00
subject8,Left,0.00
subject8,Left,1880.00
subject8,Left,1640.00
subject8,Left,240.00
subject8,Left,140.00
subject8,Left,540.00
subject8,Left,520.00
subject8,Left,800.00
subject8,Left,180.00
subject8,Left,0.00
subject8,Left,180.00
subject8,Left,160.00
subject8,Left,1680.00
subject8,Left,1820.00
subject8,Left,820.00
subject8,Left,920.00
subject8,Left,900.00
subject8,Left,1360.00
subject8,Left,1280.00
subject8,Left,200.00
subject8,Left,80.00
subject8,Left,220.00
subject8,Left,480.00
subject8,Left,1160.00
subject8,Left,1160.00
subject8,Left,1140.00
subject8,Left,440.00
subject8,Left,520.00
subject8,Left,400.00
subject8,Left,180.00
subject8,Left,180.00
subject8,Left,680.00
subject8,Left,780.00
subject8,Left,120.00
subject8,Left,260.00
subject8,Left,1520.00
subject8,Left,1520.00
subject8,Left,420.00
subject8,Left,1480.00
subject8,Left,380.00
subject8,Left,760.00
subject8,Left,160.00
subject8,Left,160.00
subject8,Left,360.00
subject8,Left,260.00
subject8,Left,160.00
subject8,Left,200.00
subject8,Left,280.00
subject8,Left,280.00
subject8,Left,520.00
subject8,Left,1060.00
subject8,Left,700.00
subject8,Left,540.00
subject8,Left,0.00
subject8,Left,0.00
subject8,Left,60.00
subject8,Left,20.00
subject8,Left,1400.00
subject8,Left,2060.00
subject8,Left,2380.00
subject8,Left,2280.00
subject8,Left,2240.00
subject8,Left,2320.00
subject8,Left,1680.00
subject8,Left,2240.00
subject8,Left,1620.00
subject8,Left,2220.00
subject8,Left,100.00
subject8,Left,80.00
subject8,Left,740.00
subject8,Left,220.00
subject8,Left,60.00
subject8,Left,180.00
subject8,Left,140.00
subject8,Left,1900.00
subject8,Left,2060.00
subject8,Left,1300.00
subject8,Left,1780.00
subject8,Left,300.00
subject8,Left,20.00
subject8,Left,80.00
subject8,Left,480.00
subject8,Left,200.00
subject8,Left,340.00
subject8,Left,220.00
subject8,Left,420.00
subject8,Left,280.00
subject8,Left,300.00
subject8,Left,80.00
subject8,Left,480.00
subject8,Left,240.00
subject8,Left,680.00
subject8,Left,580.00
subject8,Left,620.00
subject8,Left,440.00
subject8,Left,1740.00
subject8,Left,160.00
subject8,Left,100.00
subject8,Left,220.00
subject8,Left,220.00
subject8,Left,280.00
subject8,Left,280.00
subject8,Left,1700.00
subject8,Left,2460.00
subject8,Left,1600.00
subject8,Left,820.00
subject8,Left,420.00
subject8,Left,20.00
subject8,Left,1260.00
subject8,Left,1920.00
subject8,Left,2620.00
subject8,Left,180.00
subject8,Left,1620.00
subject8,Left,1620.00
subject8,Left,0.00
subject8,Left,100.00
subject8,Left,640.00
subject8,Left,460.00
subject8,Left,800.00
subject8,Left,180.00
subject8,Left,140.00
subject8,Left,100.00
subject8,Left,180.00
subject8,Left,1880.00
subject8,Left,2020.00
subject8,Left,1000.00
subject8,Left,300.00
subject8,Left,40.00
subject8,Left,100.00
subject8,Left,180.00
subject8,Left,820.00
subject8,Left,880.00
subject8,Left,880.00
subject8,Left,960.00
subject8,Left,180.00
subject8,Left,160.00
subject8,Left,880.00
subject8,Left,640.00
subject8,Left,240.00
subject8,Left,840.00
subject8,Left,1800.00
subject8,Left,2040.00
subject8,Left,2040.00
subject8,Left,2020.00
subject8,Left,20.00
subject8,Left,760.00
subject8,Left,180.00
subject8,Left,720.00
subject8,Left,160.00
subject8,Left,160.00
subject8,Left,320.00
subject8,Left,180.00
subject8,Left,240.00
subject8,Left,240.00
subject8,Left,1000.00
subject8,Left,140.00
subject8,Left,800.00
subject8,Left,400.00
subject8,Left,20.00
subject8,Left,20.00
subject8,Left,580.00
subject8,Left,2220.00
subject8,Left,260.00
subject8,Left,100.00
subject8,Left,100.00
subject8,Left,80.00
subject8,Left,200.00
subject8,Left,180.00
subject8,Left,2060.00
subject8,Left,2060.00
subject8,Left,1980.00
subject8,Left,900.00
subject8,Left,180.00
subject8,Right,300.00
subject8,Right,320.00
subject8,Right,1040.00
subject8,Right,120.00
subject8,Right,340.00
subject8,Right,340.00
subject8,Right,40.00
subject8,Right,140.00
subject8,Right,160.00
subject8,Right,200.00
subject8,Right,320.00
subject8,Right,200.00
subject8,Right,200.00
subject8,Right,200.00
subject8,Right,40.00
subject8,Right,2540.00
subject8,Right,1460.00
subject8,Right,80.00
subject8,Right,720.00
subject8,Right,220.00
subject8,Right,60.00
subject8,Right,200.00
subject8,Right,1340.00
subject8,Right,300.00
subject8,Right,20.00
subject8,Right,300.00
subject8,Right,40.00
subject8,Right,380.00
subject8,Right,480.00
subject8,Right,80.00
subject8,Right,80.00
subject8,Right,60.00
subject8,Right,1500.00
subject8,Right,1140.00
subject8,Right,980.00
subject8,Right,1020.00
subject8,Right,1100.00
subject8,Right,460.00
subject8,Right,1240.00
subject8,Right,860.00
subject8,Right,220.00
subject8,Right,80.00
subject8,Right,440.00
subject8,Right,900.00
subject8,Right,1080.00
subject8,Right,600.00
subject8,Right,100.00
subject8,Right,360.00
subject8,Right,340.00
subject8,Right,360.00
subject8,Right,80.00
subject8,Right,40.00
subject8,Right,1060.00
subject8,Right,1020.00
subject8,Right,980.00
subject8,Right,160.00
subject8,Right,1100.00
subject8,Right,1900.00
subject8,Right,1820.00
subject8,Right,0.00
subject8,Right,300.00
subject8,Right,60.00
subject8,Right,100.00
subject8,Right,40.00
subject8,Right,380.00
subject8,Right,80.00
subject8,Right,180.00
subject8,Right,100.00
subject8,Right,240.00
subject8,Right,160.00
subject8,Right,1680.00
subject8,Right,220.00
subject8,Right,340.00
subject8,Right,2060.00
subject8,Right,1940.00
subject8,Right,1900.00
subject8,Right,2560.00
subject8,Right,2400.00
subject8,Right,520.00
subject8,Right,200.00
subject8,Right,160.00
subject8,Right,300.00
subject8,Right,40.00
subject8,Right,240.00
subject8,Right,240.00
subject8,Right,520.00
subject8,Right,240.00
subject8,Right,340.00
subject8,Right,940.00
subject8,Right,100.00
subject8,Right,120.00
subject8,Right,880.00
subject8,Right,400.00
subject8,Right,1540.00
subject8,Right,380.00
subject8,Right,140.00
subject8,Right,120.00
subject8,Right,160.00
subject8,Right,160.00
subject8,Right,1160.00
subject8,Right,40.00
subject8,Right,20.00
subject8,Right,300.00
subject8,Right,80.00
subject8,Right,80.00
subject8,Right,60.00
subject8,Right,440.00
subject8,Right,460.00
subject8,Right,340.00
subject8,Right,280.00
subject8,Right,100.00
subject8,Right,180.00
subject8,Right,1680.00
subject8,Right,1700.00
subject8,Right,440.00
subject8,Right,460.00
subject8,Right,1920.00
subject8,Right,2160.00
subject8,Right,1220.00
subject8,Right,2260.00
subject8,Right,2160.00
subject8,Right,100.00
subject8,Right,200.00
subject8,Right,40.00
subject8,Right,260.00
subject8,Right,860.00
subject8,Right,820.00
subject8,Right,700.00
subject8,Right,540.00
subject8,Right,20.00
subject8,Right,180.00
subject8,Right,1600.00
subject8,Right,1780.00
subject8,Right,1700.00
subject8,Right,660.00
subject8,Right,180.00
subject8,Right,820.00
subject8,Right,500.00
subject8,Right,620.00
subject8,Right,1380.00
subject8,Right,120.00
subject8,Right,140.00
subject8,Right,300.00
subject8,Right,380.00
subject8,Right,1020.00
subject8,Right,180.00
subject8,Right,2560.00
subject8,Right,1620.00
subject8,Right,440.00
subject8,Right,640.00
subject8,Right,500.00
subject8,Right,500.00
subject8,Right,320.00
subject8,Right,180.00
subject8,Right,160.00
subject8,Right,520.00
subject8,Right,540.00
subject8,Right,520.00
subject8,Right,500.00
subject8,Right,220.00
subject8,Right,40.00
subject8,Right,240.00
subject8,Right,220.00
subject8,Right,1520.00
subject8,Right,340.00
subject8,Right,500.00
subject8,Right,2100.00
subject8,Right,2620.00
subject8,Right,1940.00
subject8,Right,1980.00
subject8,Right,200.00
subject8,Right,60.00
subject8,Right,140.00
subject8,Right,20.00
subject8,Right,280.00
subject8,Right,860.00
subject8,Right,560.00
subject8,Right,360.00
subject8,Right,960.00
subject8,Right,160.00
subject8,Right,160.00
subject8,Right,720.00
subject8,Right,580.00
subject8,Right,1720.00
subject8,Right,380.00
subject8,Right,180.00
subject8,Right,140.00
subject8,Right,660.00
subject8,Right,1200.00
subject8,Right,980.00
subject8,Right,660.00
subject8,Right,800.00
subject8,Right,1200.00
subject8,Right,2060.00
subject8,Right,2260.00
subject8,Right,460.00
subject8,Right,100.00
subject8,Right,520.00
subject8,Right,120.00
subject8,Right,220.00
subject8,Right,0.00
subject8,Right,420.00
subject8,Right,240.00
subject8,Right,60.00
subject8,Right,140.00
subject8,Right,200.00
subject8,Right,1660.00
subject8,Right,400.00
subject8,Right,660.00
subject8,Right,380.00
subject8,Right,1880.00
subject8,Right,1680.00
subject8,Right,1720.00
subject8,Right,20.00
subject8,Right,440.00
subject8,Right,500.00
subject8,Right,80.00
subject8,Right,40.00
subject8,Right,1340.00
subject8,Right,500.00
subject8,Right,800.00
subject8,Right,120.00
subject8,Right,320.00
subject8,Right,80.00
subject8,Right,240.00
subject8,Right,200.00
subject8,Right,940.00
subject8,Right,1600.00
subject8,Right,1600.00
subject8,Right,700.00
subject8,Right,240.00
subject8,Right,800.00
subject8,Right,300.00
subject8,Right,1680.00
subject8,Right,280.00
subject8,Right,240.00
subject8,Right,120.00
subject8,Right,300.00
subject8,Right,680.00
subject8,Right,920.00
subject8,Right,2980.00
subject8,Right,1320.00
subject8,Right,360.00
subject8,Right,60.00
subject8,Right,100.00
subject8,Right,600.00
subject8,Right,480.00
subject8,Right,540.00
subject8,Right,540.00
subject8,Right,300.00
subject8,Right,420.00
subject8,Right,200.00
subject8,Right,240.00
subject8,Right,40.00
subject8,Right,520.00
subject8,Right,2120.00
subject8,Right,1100.00
subject8,Right,40.00
subject8,Right,400.00
subject8,Right,540.00
subject8,Right,480.00
subject8,Right,240.00
subject8,Right,1100.00
subject8,Right,1200.00
subject8,Right,900.00
subject8,Right,320.00
subject8,Right,980.00
subject8,Right,840.00
subject8,Right,400.00
subject8,Right,740.00
subject8,Right,1800.00
subject8,Right,1500.00
subject8,Right,1100.00
subject8,Right,140.00
subject8,Right,260.00
subject8,Right,80.00
subject8,Right,200.00
subject8,Right,640.00
subject8,Right,800.00
subject8,Right,600.00
subject8,Right,860.00
subject8,Right,1120.00
subject8,Right,1940.00
subject8,Right,3420.00
subject8,Right,2340.00
subject8,Right,60.00
subject8,Right,380.00
subject8,Right,160.00
subject8,Right,340.00
subject8,Right,80.00
subject8,Right,480.00
subject8,Right,480.00
subject8,Right,420.00
subject8,Right,300.00
subject8,Right,440.00
subject8,Right,420.00
subject8,Right,300.00
subject8,Right,1140.00
subject8,Right,600.00
subject8,Right,540.00
subject8,Right,1220.00
subject8,Right,2440.00
subject8,Right,1860.00
subject8,Right,180.00
subject8,Right,100.00
subject8,Right,260.00
subject8,Right,1260.00
subject8,Right,1380.00
subject8,Right,1320.00
subject8,Right,780.00
subject8,Right,540.00
subject8,Right,1860.00
subject8,Right,920.00
subject8,Right,520.00
subject8,Right,1220.00
subject8,Right,640.00
subject8,Right,1020.00
subject8,Right,960.00
subject8,Right,1940.00
subject8,Right,2060.00
subject8,Right,860.00
subject8,Right,240.00
subject8,Right,840.00
subject8,Right,680.00
subject8,Right,420.00
subject8,Right,1600.00
subject8,Right,40.00
subject8,Right,140.00
subject8,Right,700.00
subject8,Right,1080.00
subject8,Right,920.00
subject8,Right,720.00
subject8,Right,1080.00
subject8,Right,1100.00
subject8,Right,860.00
subject8,Right,3420.00
subject8,Right,2320.00
subject8,Right,2160.00
subject8,Right,680.00
subject8,Right,700.00
subject8,Right,700.00
subject8,Right,680.00
subject8,Right,700.00
subject8,Right,700.00
subject8,Right,500.00
subject8,Right,100.00
subject8,Right,140.00
subject8,Right,920.00
subject8,Right,1440.00
subject8,Right,1560.00
subject8,Right,1580.00
subject8,Right,1400.00
subject8,Right,540.00
subject8,Right,580.00
subject8,Right,440.00
subject8,Right,460.00
subject8,Right,200.00
subject8,Right,80.00
subject8,Right,800.00
subject8,Right,560.00
subject8,Right,1980.00
subject8,Right,1860.00
subject8,Right,1960.00
subject8,Right,2400.00
subject8,Right,500.00
subject8,Right,200.00
subject8,Right,800.00
subject8,Right,620.00
subject8,Right,960.00
subject8,Right,1140.00
subject8,Right,1500.00
subject8,Right,1960.00
subject8,Right,1960.00
subject8,Right,1480.00
subject8,Right,2100.00
subject8,Right,1940.00
subject8,Right,480.00
subject8,Right,720.00
subject8,Right,300.00
subject8,Right,320.00
subject8,Right,360.00
subject8,Right,580.00
subject8,Right,920.00
subject8,Right,980.00
subject8,Right,1720.00
subject8,Right,1960.00
subject8,Right,780.00
subject8,Right,180.00
subject8,Right,920.00
subject8,Right,1040.00
subject8,Right,500.00
subject8,Right,1720.00
subject8,Right,340.00
subject8,Right,340.00
subject8,Right,200.00
subject8,Right,740.00
subject8,Right,760.00
subject8,Right,800.00
subject8,Right,60.00
subject8,Right,820.00
subject8,Right,1240.00
subject8,Right,880.00
subject8,Right,1080.00
subject8,Right,4040.00
subject8,Right,3560.00
subject8,Right,3860.00
subject8,Right,3600.00
subject8,Right,4000.00
subject8,Right,60.00
subject8,Right,620.00
subject8,Right,580.00
subject8,Right,560.00
subject8,Right,640.00
subject8,Right,160.00
subject8,Right,400.00
subject8,Right,1140.00
subject8,Right,1180.00
subject8,Right,1560.00
subject8,Right,1280.00
subject8,Right,600.00
subject8,Right,460.00
subject8,Right,520.00
subject8,Right,240.00
subject8,Right,200.00
subject8,Right,1460.00
subject8,Right,480.00
subject8,Right,220.00
subject8,Right,1240.00
subject8,Right,1980.00
subject8,Right,40.00
subject8,Right,100.00
subject8,Right,540.00
subject8,Right,560.00
subject8,Right,380.00
subject8,Right,340.00
subject8,Right,160.00
subject8,Right,2100.00
subject8,Right,1800.00
subject8,Right,1220.00
subject8,Right,920.00
subject8,Right,1020.00
subject8,Right,1020.00
subject8,Right,1320.00
subject8,Right,1120.00
subject8,Right,740.00
subject8,Right,1240.00
subject8,Right,1280.00
subject8,Right,1640.00
subject8,Right,840.00
subject8,Right,580.00
subject8,Right,800.00
subject8,Right,580.00
subject8,Right,120.00
subject8,Right,260.00
subject8,Right,200.00
subject8,Right,1220.00
subject8,Right,1320.00
subject8,Right,980.00
subject8,Right,860.00
subject8,Right,1020.00
subject8,Right,1000.00
subject8,Right,4340.00
subject8,Right,3820.00
subject8,Right,4380.00
subject8,Right,4180.00
subject8,Right,4100.00
subject8,Right,3420.00
subject8,Right,100.00
subject8,Right,40.00
subject8,Right,80.00
subject8,Right,440.00
subject8,Right,480.00
subject8,Right,300.00
subject8,Right,800.00
subject8,Right,620.00
subject8,Right,160.00
subject8,Right,640.00
subject8,Right,520.00
subject8,Right,660.00
subject8,Right,560.00
subject8,Right,260.00
subject8,Right,80.00
subject8,Right,20.00
subject8,Right,360.00
subject8,Right,460.00
subject8,Right,2000.00
subject8,Right,1040.00
subject8,Right,20.00
subject8,Right,380.00
subject8,Right,420.00
subject8,Right,600.00
subject8,Right,580.00
subject8,Right,80.00
subject8,Right,1460.00
subject8,Right,1940.00
subject8,Right,1460.00
subject8,Right,1100.00
subject8,Right,1080.00
subject8,Right,780.00
subject8,Right,1000.00
subject8,Right,200.00
subject5,Left,240.00
subject5,Left,1640.00
subject5,Left,2000.00
subject5,Left,1160.00
subject5,Left,1760.00
subject5,Left,0.00
subject5,Left,100.00
subject5,Left,240.00
subject5,Left,1040.00
subject5,Left,100.00
subject5,Left,520.00
subject5,Left,20.00
subject5,Left,100.00
subject5,Left,40.00
subject5,Left,80.00
subject5,Left,1520.00
subject5,Left,20.00
subject5,Left,1500.00
subject5,Left,0.00
subject5,Left,100.00
subject5,Left,100.00
subject5,Left,40.00
subject5,Left,3000.00
subject5,Left,6020.00
subject5,Left,2460.00
subject5,Left,80.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,220.00
subject5,Left,180.00
subject5,Left,300.00
subject5,Left,0.00
subject5,Left,600.00
subject5,Left,100.00
subject5,Left,20.00
subject5,Left,80.00
subject5,Left,40.00
subject5,Left,1220.00
subject5,Left,780.00
subject5,Left,1340.00
subject5,Left,1940.00
subject5,Left,100.00
subject5,Left,1360.00
subject5,Left,1380.00
subject5,Left,740.00
subject5,Left,720.00
subject5,Left,1360.00
subject5,Left,40.00
subject5,Left,80.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,100.00
subject5,Left,60.00
subject5,Left,580.00
subject5,Left,1460.00
subject5,Left,580.00
subject5,Left,40.00
subject5,Left,100.00
subject5,Left,120.00
subject5,Left,1000.00
subject5,Left,380.00
subject5,Left,80.00
